Latitude,Longitude,Geometry,FillColor,Opacity,Contour,Metric
12.91432909,77.62761536,"{""coordinates"": [[[77.645615, 12.996503], [77.642615, 12.996505], [77.63805, 12.992329], [77.639226, 12.99194], [77.639808, 12.989329], [77.636615, 12.985968], [77.627615, 12.984788], [77.624615, 12.989707], [77.622585, 12.98836], [77.618615, 12.989232], [77.615615, 12.987894], [77.603615, 12.992005], [77.600615, 12.991271], [77.597615, 12.988633], [77.588615, 12.98776], [77.58422, 12.983329], [77.58498, 12.980329], [77.577661, 12.976283], [77.573615, 12.971513], [77.567615, 12.970019], [77.564615, 12.966208], [77.558615, 12.96414], [77.553995, 12.959329], [77.556134, 12.950848], [77.552559, 12.941329], [77.553531, 12.935329], [77.549615, 12.93256], [77.540155, 12.932329], [77.541523, 12.930237], [77.543222, 12.920329], [77.546423, 12.914329], [77.546317, 12.908329], [77.550668, 12.902329], [77.55021, 12.898735], [77.548386, 12.896329], [77.549911, 12.890329], [77.543287, 12.887329], [77.54222, 12.884329], [77.543292, 12.875329], [77.549615, 12.877553], [77.557249, 12.876962], [77.558615, 12.875737], [77.561615, 12.878705], [77.567615, 12.875292], [77.570615, 12.877864], [77.573615, 12.878085], [77.578, 12.873714], [77.580912, 12.865032], [77.576615, 12.861049], [77.565135, 12.857329], [77.569467, 12.851329], [77.561615, 12.850535], [77.558615, 12.853514], [77.549615, 12.852891], [77.543615, 12.855712], [77.536643, 12.856357], [77.535755, 12.858469], [77.532515, 12.860329], [77.535157, 12.863329], [77.535581, 12.866329], [77.534615, 12.867746], [77.522615, 12.862289], [77.519615, 12.862125], [77.517596, 12.86431], [77.513615, 12.864451], [77.511224, 12.866938], [77.506128, 12.867842], [77.504615, 12.871491], [77.500292, 12.874006], [77.496975, 12.878329], [77.49825, 12.881329], [77.490053, 12.881766], [77.489753, 12.884467], [77.486615, 12.884938], [77.486602, 12.884343], [77.486648, 12.884296], [77.489066, 12.883779], [77.491155, 12.878329], [77.489071, 12.871785], [77.489615, 12.870973], [77.492615, 12.871647], [77.495615, 12.873517], [77.503163, 12.864877], [77.504615, 12.86415], [77.507615, 12.865394], [77.510615, 12.86189], [77.514532, 12.861245], [77.517417, 12.855131], [77.517721, 12.851329], [77.515513, 12.848329], [77.518174, 12.845329], [77.515843, 12.842329], [77.51656, 12.836274], [77.52358, 12.844364], [77.525775, 12.851169], [77.528751, 12.851193], [77.531615, 12.854274], [77.533332, 12.853046], [77.538938, 12.852652], [77.540872, 12.851586], [77.541372, 12.849086], [77.543615, 12.848708], [77.546615, 12.85004], [77.555615, 12.849538], [77.558615, 12.84642], [77.57459, 12.846304], [77.57605, 12.845329], [77.577212, 12.839926], [77.579615, 12.837533], [77.585615, 12.839785], [77.585615, 12.834479], [77.581608, 12.827329], [77.580697, 12.817248], [77.578371, 12.815329], [77.579615, 12.811281], [77.58368, 12.811264], [77.585118, 12.812329], [77.594615, 12.824159], [77.598823, 12.822537], [77.600615, 12.820435], [77.601292, 12.824329], [77.599297, 12.827329], [77.600682, 12.830396], [77.599248, 12.833329], [77.606386, 12.836329], [77.607267, 12.839329], [77.613646, 12.842329], [77.613903, 12.845329], [77.615615, 12.847445], [77.617734, 12.844448], [77.621615, 12.844533], [77.622843, 12.843556], [77.624615, 12.834176], [77.628699, 12.834413], [77.633281, 12.826994], [77.637584, 12.825298], [77.639615, 12.822929], [77.642615, 12.826107], [77.644035, 12.821329], [77.64217, 12.818329], [77.646609, 12.815329], [77.648154, 12.811868], [77.651615, 12.810557], [77.654615, 12.816186], [77.659523, 12.814236], [77.663615, 12.816445], [77.666615, 12.815588], [77.667405, 12.809329], [77.672079, 12.803329], [77.680432, 12.799145], [77.685641, 12.794329], [77.691818, 12.792532], [77.693615, 12.78989], [77.70061, 12.788329], [77.702615, 12.786739], [77.708615, 12.785441], [77.714615, 12.790328], [77.715638, 12.793306], [77.717615, 12.793644], [77.723615, 12.793355], [77.726615, 12.790514], [77.731808, 12.790521], [77.732615, 12.789369], [77.732786, 12.791499], [77.723615, 12.796437], [77.720032, 12.800329], [77.719687, 12.804257], [77.722713, 12.809329], [77.717247, 12.81196], [77.722958, 12.818329], [77.720615, 12.829447], [77.712727, 12.823217], [77.711615, 12.822743], [77.709421, 12.824329], [77.710756, 12.836329], [77.716926, 12.839329], [77.708077, 12.842329], [77.710409, 12.845329], [77.708253, 12.848691], [77.713155, 12.849789], [77.714585, 12.851329], [77.714182, 12.854329], [77.711093, 12.857329], [77.712158, 12.865786], [77.710959, 12.868672], [77.702615, 12.873619], [77.699615, 12.872575], [77.695588, 12.874302], [77.684362, 12.875329], [77.693615, 12.876439], [77.696615, 12.880324], [77.699615, 12.880058], [77.701694, 12.884329], [77.700955, 12.887329], [77.702615, 12.888369], [77.706366, 12.888079], [77.708615, 12.882143], [77.714615, 12.885071], [77.717615, 12.884497], [77.723615, 12.888764], [77.726615, 12.883906], [77.729615, 12.884006], [77.732615, 12.886037], [77.737208, 12.884329], [77.738615, 12.881876], [77.741615, 12.885277], [77.744615, 12.884386], [77.74533, 12.887329], [77.741615, 12.889029], [77.738615, 12.892662], [77.73395, 12.894664], [77.730485, 12.899329], [77.729615, 12.90598], [77.725469, 12.910183], [77.725639, 12.915305], [77.733192, 12.917906], [77.727246, 12.92096], [77.723615, 12.920647], [77.722142, 12.921856], [77.722459, 12.924485], [77.727839, 12.926329], [77.724363, 12.927077], [77.717615, 12.934313], [77.717489, 12.935455], [77.720615, 12.936185], [77.726625, 12.935319], [77.731913, 12.938329], [77.727752, 12.942465], [77.723054, 12.943768], [77.720074, 12.952787], [77.718372, 12.953329], [77.723495, 12.956329], [77.72083, 12.959544], [77.720882, 12.965596], [77.717615, 12.968885], [77.708615, 12.963825], [77.705615, 12.964244], [77.697909, 12.981622], [77.69218, 12.984893], [77.690615, 12.98816], [77.689614, 12.983329], [77.691015, 12.980729], [77.691665, 12.974329], [77.687795, 12.971329], [77.686727, 12.968329], [77.686649, 12.964363], [77.68807, 12.962329], [77.68784, 12.959329], [77.686773, 12.959329], [77.681615, 12.96466], [77.677742, 12.964456], [77.675238, 12.967952], [77.668942, 12.971329], [77.663615, 12.976705], [77.660615, 12.975425], [77.654903, 12.980616], [77.648234, 12.982948], [77.648748, 12.986461], [77.645251, 12.989329], [77.646322, 12.991623], [77.645615, 12.996503]]], ""type"": ""Polygon""}",#bf4040,0.33,40,time
