Name,Latitude,Longitude,Geometry,FillColor,Opacity,Contour,Metric
HSR,12.91432909,77.62761536,"{""coordinates"": [[[77.605615, 12.953677], [77.60194, 12.950329], [77.602315, 12.948329], [77.600967, 12.944978], [77.599615, 12.943677], [77.597069, 12.944876], [77.593595, 12.940329], [77.595531, 12.934245], [77.598073, 12.932787], [77.599615, 12.933006], [77.599615, 12.930951], [77.597615, 12.932003], [77.591955, 12.929989], [77.585519, 12.922329], [77.584824, 12.919538], [77.585622, 12.918322], [77.583791, 12.918153], [77.581588, 12.916329], [77.584371, 12.915084], [77.586671, 12.912329], [77.585105, 12.910329], [77.593615, 12.901543], [77.595615, 12.900485], [77.597615, 12.901388], [77.599615, 12.900899], [77.599928, 12.900016], [77.598233, 12.898329], [77.599615, 12.894438], [77.603615, 12.896999], [77.605615, 12.893249], [77.608251, 12.892965], [77.609615, 12.891731], [77.611615, 12.891392], [77.613615, 12.893704], [77.614551, 12.893264], [77.617116, 12.88983], [77.623063, 12.885777], [77.623615, 12.884127], [77.625615, 12.883294], [77.629135, 12.879849], [77.633615, 12.877883], [77.635615, 12.875656], [77.637615, 12.876278], [77.643044, 12.869757], [77.645988, 12.868702], [77.646245, 12.866329], [77.649752, 12.860329], [77.654202, 12.859742], [77.654713, 12.861232], [77.657615, 12.861754], [77.657615, 12.859211], [77.655615, 12.859345], [77.655005, 12.858329], [77.659523, 12.856329], [77.658129, 12.854329], [77.659215, 12.850329], [77.661908, 12.850037], [77.663006, 12.852938], [77.665028, 12.852916], [77.665989, 12.852703], [77.666611, 12.849325], [77.668268, 12.848329], [77.667615, 12.847597], [77.661615, 12.847801], [77.660934, 12.845648], [77.663615, 12.843521], [77.666198, 12.843746], [77.667615, 12.845299], [77.672036, 12.84475], [77.673007, 12.84172], [77.676264, 12.839681], [77.677304, 12.840329], [77.676467, 12.84318], [77.675369, 12.844083], [77.675397, 12.846329], [77.67715, 12.848329], [77.675615, 12.849687], [77.671548, 12.850262], [77.670673, 12.852329], [77.671381, 12.854329], [77.670624, 12.856329], [77.668424, 12.858329], [77.667355, 12.862329], [77.664458, 12.867172], [77.664255, 12.870329], [77.667849, 12.872329], [77.669493, 12.874329], [77.667615, 12.87675], [77.667232, 12.874713], [77.665615, 12.874587], [77.663997, 12.87471], [77.662188, 12.876329], [77.660487, 12.882329], [77.658431, 12.884329], [77.662201, 12.888329], [77.660181, 12.892329], [77.661756, 12.894329], [77.660404, 12.895118], [77.659615, 12.896841], [77.657288, 12.898001], [77.656557, 12.903271], [77.653377, 12.90409], [77.655023, 12.904921], [77.655319, 12.906329], [77.654516, 12.909428], [77.655746, 12.914329], [77.654883, 12.916329], [77.655615, 12.917315], [77.657615, 12.917461], [77.659615, 12.918957], [77.665615, 12.918433], [77.666065, 12.916778], [77.667459, 12.916329], [77.66938, 12.914094], [77.678432, 12.913512], [77.679459, 12.914329], [77.678044, 12.918758], [77.678172, 12.922329], [77.67679, 12.923503], [77.67694, 12.925004], [77.680451, 12.925493], [77.681615, 12.926826], [77.683811, 12.926525], [77.685615, 12.923486], [77.689254, 12.926329], [77.689815, 12.928129], [77.688292, 12.929005], [77.688133, 12.930329], [77.691862, 12.934083], [77.692172, 12.935772], [77.693767, 12.936329], [77.693823, 12.938329], [77.689615, 12.938246], [77.683925, 12.934019], [77.68291, 12.932329], [77.681615, 12.931957], [77.678314, 12.933028], [77.677615, 12.934554], [77.674829, 12.933116], [77.673615, 12.931572], [77.666363, 12.931581], [77.663615, 12.929938], [77.661615, 12.931496], [77.660753, 12.931192], [77.658311, 12.928329], [77.659954, 12.926667], [77.659615, 12.924139], [77.657495, 12.924209], [77.657263, 12.925976], [77.651615, 12.926162], [77.649615, 12.927626], [77.647743, 12.926202], [77.643615, 12.926125], [77.643615, 12.926982], [77.646038, 12.928329], [77.639615, 12.930514], [77.636396, 12.934329], [77.635899, 12.936612], [77.636468, 12.939476], [77.638033, 12.940329], [77.637615, 12.941825], [77.637183, 12.940761], [77.634069, 12.940783], [77.629615, 12.943922], [77.625615, 12.943146], [77.621984, 12.944698], [77.615615, 12.942286], [77.613615, 12.942986], [77.608886, 12.945599], [77.60699, 12.947704], [77.605615, 12.953677]]], ""type"": ""Polygon""}",#bf4040,0.33,20,time
