HUB,Name,geometry,fill-opacity,fillColor,opacity,fill,fillOpacity,color,contour,metric
12.94992576 77.69822171,MRTH,"{""coordinates"": [[[77.660222, 13.026209], [77.652222, 13.02292], [77.650222, 13.023566], [77.647371, 13.023075], [77.645685, 13.023926], [77.645979, 13.021683], [77.648267, 13.019971], [77.648499, 13.015649], [77.645385, 13.010762], [77.642222, 13.009495], [77.63957, 13.005926], [77.640866, 13.00457], [77.648222, 13.005092], [77.650222, 13.003277], [77.655164, 13.002868], [77.658441, 12.999706], [77.656222, 12.998478], [77.651794, 12.998353], [77.650222, 12.997443], [77.644222, 12.996649], [77.642222, 12.997078], [77.641699, 12.993926], [77.639135, 12.991926], [77.641706, 12.99141], [77.641417, 12.988731], [77.640216, 12.987931], [77.639773, 12.986374], [77.636222, 12.983198], [77.632222, 12.983481], [77.627923, 12.981926], [77.628222, 12.978895], [77.630945, 12.979203], [77.632222, 12.980696], [77.633239, 12.979926], [77.63317, 12.978978], [77.63183, 12.977926], [77.634222, 12.977461], [77.634982, 12.975926], [77.631063, 12.967926], [77.632591, 12.966295], [77.632222, 12.964803], [77.629917, 12.965621], [77.627813, 12.969517], [77.626222, 12.970203], [77.624222, 12.967557], [77.620222, 12.970859], [77.619036, 12.969926], [77.618239, 12.965926], [77.620076, 12.963781], [77.622239, 12.963943], [77.621622, 12.962526], [77.623185, 12.959926], [77.626222, 12.958995], [77.62799, 12.960157], [77.629201, 12.959926], [77.628506, 12.957926], [77.630222, 12.956078], [77.63434, 12.954044], [77.636387, 12.954092], [77.63768, 12.951926], [77.637351, 12.949926], [77.639384, 12.947926], [77.638816, 12.945332], [77.634222, 12.940088], [77.632222, 12.941484], [77.629007, 12.937926], [77.632036, 12.93574], [77.634222, 12.935729], [77.638359, 12.937788], [77.639596, 12.942552], [77.642222, 12.944005], [77.644222, 12.943017], [77.646222, 12.943949], [77.646784, 12.942488], [77.648638, 12.942342], [77.649517, 12.941221], [77.653088, 12.940792], [77.654222, 12.938783], [77.655467, 12.93868], [77.658222, 12.940168], [77.659633, 12.942515], [77.665803, 12.942345], [77.666222, 12.944109], [77.668222, 12.944097], [77.668548, 12.942252], [77.670436, 12.941711], [77.6674, 12.940747], [77.666774, 12.939374], [77.665313, 12.938834], [77.66441, 12.929737], [77.662222, 12.931422], [77.658856, 12.929926], [77.658745, 12.927926], [77.660575, 12.925926], [77.660364, 12.923784], [77.659554, 12.925258], [77.654057, 12.925761], [77.653536, 12.92724], [77.652222, 12.927583], [77.650694, 12.927454], [77.648423, 12.925725], [77.642222, 12.925374], [77.640111, 12.925815], [77.638222, 12.928021], [77.633272, 12.926875], [77.630655, 12.923926], [77.63455, 12.921926], [77.63403, 12.917926], [77.630222, 12.916843], [77.628222, 12.918355], [77.622128, 12.917832], [77.624938, 12.916643], [77.628222, 12.913491], [77.630222, 12.912652], [77.634222, 12.90744], [77.638222, 12.907801], [77.640222, 12.909482], [77.644222, 12.905779], [77.646222, 12.907115], [77.650222, 12.900952], [77.651326, 12.901926], [77.651243, 12.903926], [77.652222, 12.904679], [77.652932, 12.907215], [77.655513, 12.907926], [77.654752, 12.908456], [77.654676, 12.911472], [77.655714, 12.913926], [77.656222, 12.919327], [77.660222, 12.920145], [77.660799, 12.918503], [77.663631, 12.917926], [77.663217, 12.91493], [77.661034, 12.913926], [77.66349, 12.913194], [77.663827, 12.911926], [77.663558, 12.91059], [77.661779, 12.909483], [77.662222, 12.904381], [77.664222, 12.904659], [77.665428, 12.90672], [77.668222, 12.908224], [77.669533, 12.910614], [77.671196, 12.9109], [77.673165, 12.908869], [77.674222, 12.905873], [77.676222, 12.904068], [77.677843, 12.905926], [77.678369, 12.908073], [77.686222, 12.905208], [77.690222, 12.906639], [77.693583, 12.905287], [77.694291, 12.903995], [77.696222, 12.903014], [77.696639, 12.903926], [77.698753, 12.904457], [77.702222, 12.901017], [77.706774, 12.901373], [77.708062, 12.901926], [77.706554, 12.904258], [77.707462, 12.907926], [77.704963, 12.912667], [77.706261, 12.917926], [77.706197, 12.921926], [77.707098, 12.923049], [77.713501, 12.924647], [77.714222, 12.926224], [77.714222, 12.921381], [77.717802, 12.919506], [77.720222, 12.920634], [77.722222, 12.919195], [77.724644, 12.919503], [77.725202, 12.919926], [77.722889, 12.922593], [77.721812, 12.926335], [77.724222, 12.92653], [77.726222, 12.925132], [77.730222, 12.924418], [77.732035, 12.925926], [77.730451, 12.926155], [77.73054, 12.927926], [77.731001, 12.929146], [77.732739, 12.929926], [77.732945, 12.933926], [77.734222, 12.935556], [77.738222, 12.936424], [77.740222, 12.934965], [77.744134, 12.933838], [77.748222, 12.934356], [77.758222, 12.939467], [77.760222, 12.939551], [77.760791, 12.941926], [77.758912, 12.943926], [77.758222, 12.94991], [77.757418, 12.951123], [77.754222, 12.951408], [77.750222, 12.947591], [77.748222, 12.949458], [77.747789, 12.951493], [77.746018, 12.951926], [77.747787, 12.952361], [77.748222, 12.954277], [77.753183, 12.954965], [77.754222, 12.956768], [77.756654, 12.957493], [77.759772, 12.959926], [77.759513, 12.960634], [77.762222, 12.96054], [77.764222, 12.962976], [77.766262, 12.963926], [77.766127, 12.967831], [77.757559, 12.971263], [77.756069, 12.973926], [77.755248, 12.977926], [77.752222, 12.983562], [77.749327, 12.980821], [77.747966, 12.978182], [77.746222, 12.977485], [77.744646, 12.979926], [77.744222, 12.98264], [77.741014, 12.981133], [77.738222, 12.980928], [77.735429, 12.983133], [77.735612, 12.987926], [77.734141, 12.989845], [77.726222, 12.989016], [77.724222, 12.986715], [77.721926, 12.98763], [77.722222, 12.98959], [77.722937, 12.989926], [77.722692, 12.992396], [77.720201, 12.993905], [77.720453, 12.995926], [77.718525, 12.998229], [77.716547, 12.998251], [77.716222, 12.999958], [77.715516, 12.999926], [77.715608, 12.997926], [77.712222, 12.997218], [77.710967, 12.998671], [77.708222, 12.998832], [77.706222, 13.000748], [77.694967, 13.001926], [77.695189, 13.003926], [77.693281, 13.005926], [77.697935, 13.007926], [77.700298, 13.01185], [77.69958, 13.013284], [77.694222, 13.014698], [77.690222, 13.012982], [77.686222, 13.012892], [77.684222, 13.011416], [77.683446, 13.011926], [77.68337, 13.013926], [77.682222, 13.014784], [77.678222, 13.01505], [77.674222, 13.013378], [77.673529, 13.013926], [77.673882, 13.015926], [77.675908, 13.017926], [77.675061, 13.020765], [77.670222, 13.021404], [77.664222, 13.024486], [77.663073, 13.023926], [77.663274, 13.021926], [77.661605, 13.021309], [77.660222, 13.026209]]], ""type"": ""Polygon""}",0.33,#bf4040,0.33,#bf4040,0.33,#bf4040,30,time
